artist,song,text,cleaned_text
Def Leppard,Photograph,"I'm out a luck, out a love  
Gotta photograph, picture of  
Passion killer, you're too much  
You're the only one I want to touch  
I see your face every time I dream  
On every page, every magazine  
So wild and free so far from me  
You're all I want, my fantasy  
  
Oh, look what you've done to this rock 'n' roll clown  
Oh oh, look what you've done  
  
Photograph - I don't want your  
Photograph - I don't need your  
Photograph - all I've got is a photograph  
But it's not enough  
  
I'd be your lover, if you were there  
Put your hurt on me, if you dare  
Such a woman, you got style  
You make every man feel like a child, oh  
You got some kinda hold on me  
You're all wrapped up in mystery  
So wild so free and far from me  
You're all I want, my fantasy  
  
Oh, look what you've done to this rock 'n' roll clown  
Oh oh, look what you've done  
  
Photograph I don't want your  
Photograph I don't need your  
Photograph all I've got is a photograph  
You've gone straight to my head  
  
Oh, look what you've done to this rock 'n' roll clown  
Oh oh, look what you've done  
I gotta have you  
  
Photograph I don't want your  
Photograph I don't need your  
Photograph all I've got is a photograph  
I want to touch you  
  
Photograph  
Photograph your photograph  
Photograph  
Photograph I need only your  
Photograph I'm out a love  
Photograph I'm out a love  
Photograph you're the only one  
Photograph I want to touch

",im luck love got ta photograph picture passion killer youre much youre one want touch see face every time dream every page every magazine wild free far youre want fantasy oh look youve done rock n roll clown oh oh look youve done photograph dont want photograph dont need photograph ive got photograph enough id lover put hurt dare woman got style make every man feel like child oh got kinda hold youre wrapped mystery wild free far youre want fantasy oh look youve done rock n roll clown oh oh look youve done photograph dont want photograph dont need photograph ive got photograph youve gone straight head oh look youve done rock n roll clown oh oh look youve done got ta photograph dont want photograph dont need photograph ive got photograph want touch photograph photograph photograph photograph photograph need photograph im love photograph im love photograph youre one photograph want touch
Judy Garland,You Made Me Love You (Dear Mr. Gable),"Dear Mr Gable  
I am writing this to you  
And I hope that you  
Will read it so you'll know  
  
My heart beats like a hammer  
And I stutter and I stammer  
Every time I see you at the picture show  
I guess I'm just another fan of yours  
And I thought I'd write and tell you so  
  
You made me love you  
I didn't wanna do it, I didn't wanna do it  
You made me love you  
And all the time you knew it  
I guess you always knew it  
  
You made me happy  
Sometimes you made me glad  
But there were times, sir  
You made me feel so sad  
  
You made me sigh 'cause  
I didn't wanna tell you  
I didn't wanna tell you  
I think you're grand, that's true  
Yes I do, 'deed I do, you know I do  
  
I must tell you what I'm feeling  
The very mention of your name  
Sends my heart reeling  
You know you made me love you  
  
Aw, gee, Mr Gable  
I don't wanna bother you  
Guess, guess you got a lotta girls  
That tell you the same thing  
  
And if you don't wanna read this  
Well, you don't have to  
But I just had to tell you about the time  
I saw you in, ""It Happened One Night""  
  
That was the first time I ever saw you  
And I knew right then  
You were the nicest fella in the movies  
I guess it was 'cause you acted so  
Well, so natural like  
  
Not like a real actor at all  
But just like any fella you'd meet  
At school or at a party  
Then one time I saw you in a picture  
With Joan Crawford  
  
And I had to cry a little  
'Cause you loved her so much  
And you couldn't have her  
Not 'til the end of the picture, anyway  
  
And then one time I saw you in person  
You going to the Coconut Grove  
One night and I was standing there  
When you got out of your car  
  
And you almost knocked me down  
Oh, but it wasn't your fault  
I was in the way  
But you looked at me and you smiled  
  
Yeah, you smiled right at me  
As if you meant it  
And I cried all the way home  
Just 'cause you smiled at me  
For being in your way  
Aw, I'll never forget it, Mr Gable  
Honest angel, you're my favorite actor  
  
I don't care what happens  
Let the whole world stop  
As far as I'm concerned  
You'll always be the top  
'Cause you know  
You made me love you

",dear mr gable writing hope read youll know heart beats like hammer stutter stammer every time see picture show guess im another fan thought id write tell made love didnt wan na didnt wan na made love time knew guess always knew made happy sometimes made glad times sir made feel sad made sigh cause didnt wan na tell didnt wan na tell think youre grand thats true yes deed know must tell im feeling mention name sends heart reeling know made love aw gee mr gable dont wan na bother guess guess got lotta girls tell thing dont wan na read well dont tell time saw happened one night first time ever saw knew right nicest fella movies guess cause acted well natural like like real actor like fella youd meet school party one time saw picture joan crawford cry little cause loved much couldnt til end picture anyway one time saw person going coconut grove one night standing got car almost knocked oh wasnt fault way looked smiled yeah smiled right meant cried way home cause smiled way aw ill never forget mr gable honest angel youre favorite actor dont care happens let whole world stop far im concerned youll always top cause know made love
U2,Breathe,"16th of June, nine-oh-five, door bell rings  
Man at the door says if I want to stay alive a bit longer  
There's a few things I need you to know  
Three  
  
Coming from a long line of  
Traveling sales people on my mother's side  
I wasn't gonna buy just anyone's cockatoo  
So why would I invite a complete stranger into my home  
Would you  
  
These days are better than that  
These days are better than that  
  
Every day I die again, and again I'm reborn  
Every day I have to find the courage  
To walk out into the street  
With arms out  
Got a love you can't defeat  
Neither down nor out  
There's nothing you have that I need  
I can breathe  
Breathe now  
  
16th of June, Chinese stocks are going up  
And I'm coming down with some new Asian virus  
Ju Ju man, Ju Ju man  
Doc says you're fine, or dying  
Please  
Nine-oh-nine, St. John Divine on the line, my pulse is fine  
But I'm running down the road like loose electricity  
While the band in my head plays a striptease  
  
The roar that lies on the other side of silence  
The forest fire that is fear so deny it  
  
Walk out into the street  
Sing your heart out  
The people we meet  
Will not be drowned out  
There's nothing you have that I need  
I can breathe  
Breathe now  
Yeah, yeah  
  
We are people borne of sound  
The songs are in our eyes  
Gonna wear them like a crown  
  
Walk out, into the sunburst street  
Sing your heart out, sing my heart out  
I've found grace inside a sound  
I found grace, it's all that I found  
And I can breathe  
Breathe now

",th june nineohfive door bell rings man door says want stay alive bit longer theres things need know three coming long line traveling sales people mothers side wasnt gon na buy anyones cockatoo would invite complete stranger home would days better days better every day die im reborn every day find courage walk street arms got love cant defeat neither theres nothing need breathe breathe th june chinese stocks going im coming new asian virus ju ju man ju ju man doc says youre fine dying please nineohnine st john divine line pulse fine im running road like loose electricity band head plays striptease roar lies side silence forest fire fear deny walk street sing heart people meet drowned theres nothing need breathe breathe yeah yeah people borne sound songs eyes gon na wear like crown walk sunburst street sing heart sing heart ive found grace inside sound found grace found breathe breathe
Etta James,Lie No Better,"Here you come draggin' in  
Three a.m. again  
Grinnin' that silly grin  
Smellin' just like sin  
Holdin' up that alibi that's tissue paper thin  
Diggin' down deeper and deeper  
In that hole you're already in  
If you can't lie no better  
If you can't lie no better  
If you can't lie no better than that  
You might as well tell the truth  
I know you been foolin' around  
With some fool from way 'cross town  
You're tearin' our good thing down  
Makin' me out your clown  
Lookin' for excuses that you know can't be found  
If you can't lie no better  
If you can't lie no better  
If you can't lie no better than that  
You might as well tell the truth  
And you could be more discreet  
With your love letters  
And honey, I smell some other man  
All over your Cashmere sweater  
If you can't lie no better  
If you can't lie no better  
If you can't lie no better  
If you can't lie no better than that  
If you can't lie no better  
If you can't lie no better  
If you can't lie no better than that  
You might as well tell the truth  

",come draggin three grinnin silly grin smellin like sin holdin alibi thats tissue paper thin diggin deeper deeper hole youre already cant lie better cant lie better cant lie better might well tell truth know foolin around fool way cross town youre tearin good thing makin clown lookin excuses know cant found cant lie better cant lie better cant lie better might well tell truth could discreet love letters honey smell man cashmere sweater cant lie better cant lie better cant lie better cant lie better cant lie better cant lie better cant lie better might well tell truth
Xiu Xiu,Apistat Commander,"All  
All along the rocks  
It's good  
It's not so hard now  
  
I  
I bite my tongue  
Who cares?  
There's chance to draw on  
  
Once you left, you left for someone  
All that's left has wilted up  
Oh this relief, it's the hardest thing  
Oh my God, oh my God, oh my God  
  
Once you left, you left for someone  
All that's left has wilted up  
Oh this relief, it's the hardest thing  
Oh my God, oh my God, oh my God  
  
Children  
He'll never come  
I know it's written  
I lost my thumb  
  
He  
Could talk me down  
Still lost it  
It's just her goal  
  
Once you left, you left for someone  
All that's left has wilted up  
Oh this relief, it's the hardest thing  
Oh my God, oh my God, oh my God  
  
Once you left, you left for someone  
All that's left has wilted up  
Oh this relief, it's the hardest thing  
Oh my God, oh my God, oh my God  
  
Once you left, you left for someone  
All that's left has wilted up  
Oh this relief, it's the hardest thing  
Oh my God, oh my God, oh my God

",along rocks good hard bite tongue cares theres chance draw left left someone thats left wilted oh relief hardest thing oh god oh god oh god left left someone thats left wilted oh relief hardest thing oh god oh god oh god children hell never come know written lost thumb could talk still lost goal left left someone thats left wilted oh relief hardest thing oh god oh god oh god left left someone thats left wilted oh relief hardest thing oh god oh god oh god left left someone thats left wilted oh relief hardest thing oh god oh god oh god
Ella Fitzgerald,All Of Me,"All of me, why not take all of me?  
Baby, can't you see I'm no good without you?  
Take my lips, I'll never use them  
Take my arms, I want to lose them  
  
Your goodbye left me with eyes that cry  
Tell me how can I go on, dear, without you?  
You took the part that once was my heart  
So why not take all of me?  
  
All of me, why not take all of me?  
Can't you see I'm no good without you?  
Take my lips, I want to lose 'em  
Take my arms, I'll never use them  
  
Your g-g-goodbye left me with eyes that cry  
How can I go on, dear, without you?  
You took the part that once was my heart  
So why not take all of me?  
  
Come on and take, take all of me

",take baby cant see im good without take lips ill never use take arms want lose goodbye left eyes cry tell go dear without took part heart take take cant see im good without take lips want lose em take arms ill never use gggoodbye left eyes cry go dear without took part heart take come take take
King Diamond,Amon Belongs To Them,"Today My Mother will return to My house  
And all the things I've done  
I've done to make her feel at home again  
Oh . . . it's all part of an act  
She can stay as long as I keep the pact  
There's someone ringing at My front door bell  
I see My Mother there  
Standing with the man I wanna send to hell  
Mother: ""Oh King, see who came along""  
Ma, You don't understand  
It's all part of the deal  
There's no way I can let him inside  
You see ""AMON"" belongs to ""THEM""  
Doctor: ""You go ahead and have a talk with the boy My dear""  
You better bring this along  
Something might go wrong inside""  
Come on Mother let me show You the house  
Come on Mother there's a lot to discuss  
Mother: ""Oh King, please let him in""  
Ma, You don't understand  
It's all part of the deal  
Ther's no way I can let him inside  
You see ""AMON"" belongs to ""THEM""  
Now let Me tell You what I've seen in the house lately  
I've seen Your daughter here  
Coming and going when the dark is near  
You must never ever tell anyone what I've told  
I have hear ""THEM"" singing too  
Hey Mother what's that for?  
Oh I feel the needle piercing My skin  
And I'm falling, Yes I'm falling down . . .  
  

",today mother return house things ive done ive done make feel home oh part act stay long keep pact theres someone ringing front door bell see mother standing man wan na send hell mother oh king see came along dont understand part deal theres way let inside see amon belongs doctor go ahead talk boy dear better bring along something might go wrong inside come mother let show house come mother theres lot discuss mother oh king please let dont understand part deal thers way let inside see amon belongs let tell ive seen house lately ive seen daughter coming going dark near must never ever tell anyone ive told hear singing hey mother whats oh feel needle piercing skin im falling yes im falling
Beautiful South,Throw His Song Away,"Verse one, he was pissed, an excuse that you probably missed  
'Cause his smile and his grace made your skirt ride high  
  
Verse two, still drunk and his breath most definitely stunk  
Of the lies and the shite he was spitting out  
  
Chorus:  
So won't you throw his song away  
Won't you throw his song away  
Won't you throw his song away  
  
Verse three, is the verse that'll make you smile  
And if you're able to hold back the bile and just kiss his hairy ear  
  
Verse four is as sad as a man ever gets  
Is a verse built to open your legs  
If you don't, if you don't, he'll retire  
  
Chorus  
  
You, you deserve higher than I can sing  
Deserve lower than the trumpet can swing  
You, you deserve all  
Me, I'm beyond all that ism and blues  
I'm beyond all that, I always lose  
Yes I fuck, but I win  
  
Chorus

",verse one pissed excuse probably missed cause smile grace made skirt ride high verse two still drunk breath definitely stunk lies shite spitting chorus wont throw song away wont throw song away wont throw song away verse three verse thatll make smile youre able hold back bile kiss hairy ear verse four sad man ever gets verse built open legs dont dont hell retire chorus deserve higher sing deserve lower trumpet swing deserve im beyond ism blues im beyond always lose yes fuck win chorus
Louis Jordan,You Can't Get That No More,"I went out to get some groceries the other day  
From my neighborhood grocery store  
And before I could open my mouth  
The grocery man said ""No! You can't get that no more""  
That's what he said, you can't get that no more  
He said, ""I sold all I had the other day  
It ain't me Mr. Jordan, it's the OPA  
You just can't get it, you got to do with what you got  
Ain't go have no more for the duration,  
You got to be careful with your boots on""  
  
The hip cats used to stand on the corner in their zoot suits  
And them long chains hanging down all looking cute,  
But things is very different now since Uncle Sam has got some Japs to shoot  
  
You can't do that no more  
You can't do that no more  
No more standing on the corner day and night  
Cause Uncle Sam says you got to work or you got to fight  
So you can't do that no more  
No you can't do that no more  
  
You know the glamour gals stopped glamorizing  
They working in defense plants wearing slacks  
And some of them fine chicks is cutting out everyday  
Joining the wave, the spas and the wax  
Now fellas, you can't get that no more  
I am telling you fellas, you just can't get it  
You can't jive these girls like you used to do  
Cause some of them is making more money than you  
I am telling you boys, you just can't get that no more  
No you can't get that no more  
  
You know the girls used to wake up every morning  
And say lord send me a handsome man  
One that is physically fit  
But uncle sam has got all of them now  
And the gals is got to take just what they can get  
  
You can't get that no more  
Aint no need to be giggling girls  
You just can't get it no more that's all  
Girls you can't be particular  
You've got to take what's left  
Either them worn out 3A's or them beat up 4F's  
That's all you just can't get it no more  
No you can't get that no more

",went get groceries day neighborhood grocery store could open mouth grocery man said cant get thats said cant get said sold day aint mr jordan opa cant get got got aint go duration got careful boots hip cats used stand corner zoot suits long chains hanging looking cute things different since uncle sam got japs shoot cant cant standing corner day night cause uncle sam says got work got fight cant cant know glamour gals stopped glamorizing working defense plants wearing slacks fine chicks cutting everyday joining wave spas wax fellas cant get telling fellas cant get cant jive girls like used cause making money telling boys cant get cant get know girls used wake every morning say lord send handsome man one physically fit uncle sam got gals got take get cant get aint need giggling girls cant get thats girls cant particular youve got take whats left either worn beat fs thats cant get cant get
Tracy Chapman,Never Yours,"[Chorus]  
Say I have known some  
Less than I should  
Say I have known some  
Too well for my own good  
Say I'm a saint of mercy  
Say I'm a whore  
I've been a lot of things  
But never yours  
  
I wear my mama's dress  
Her finest clothes  
Daddy showed me outside  
To meet you on the front porch  
I laugh at all your jokes  
But you look bored  
I've been a lot of things but never yours  
  
You never cross my mind  
You can be sure  
You'll never catch my eye  
Waiting for you watching the door  
I let you hold me  
Dry lip kiss me on the dance hall floor  
I've been a lot of things  
But never yours  
  
Never yours [Repeat: x8]  
  
So you say you won  
It was a bet  
A game of pool or cards  
I repay my family's debt  
I let you lie beside me  
With no remorse  
I've been a lot of things  
But never yours  
  
[Chorus]

",chorus say known less say known well good say im saint mercy say im whore ive lot things never wear mamas dress finest clothes daddy showed outside meet front porch laugh jokes look bored ive lot things never never cross mind sure youll never catch eye waiting watching door let hold dry lip kiss dance hall floor ive lot things never never repeat x say bet game pool cards repay familys debt let lie beside remorse ive lot things never chorus
Chicago,Just You And Me,"You are my love and my life,  
You are my inspiration.  
Just you and me.  
Simple and free.  
Baby your everything, I ever dreamed of.  
Yea, yea.  
Give me your own special smile,  
Promise you'll never leave me.  
Just you and me.  
Simple and free.  
Life is so easy, when your beside me.  
Oh girl.  
  
Come hold me close, never release me.  
Oh, baby don't release me.  
Open your arms, let my love in.  
Let me in, let me in.  
Love me tonite, love me forever and ever.  
You know I can't forget you.  
  
You are my love and my life, you are my inspiration.  
Just you and me.  
Simple and free.  
Baby your everything, I've ever dreamed of.  
Yea, yea

",love life inspiration simple free baby everything ever dreamed yea yea give special smile promise youll never leave simple free life easy beside oh girl come hold close never release oh baby dont release open arms let love let let love tonite love forever ever know cant forget love life inspiration simple free baby everything ive ever dreamed yea yea
Weezer,Pink Triangle,"When I'm stable long enough  
I start to look around for love  
See a sweet in floral print  
My mind begins the arrangements  
But when I start to feel that pull  
Turns out I just pulled myself  
She would never go with me  
Were I the last girl on earth  
  
I'm dumb she's a lesbian  
I thought I had found the one  
We were good as married in my mind  
But married in my mind's no good  
A pink triangle on her sleeve  
Let me know the truth, let me know the truth  
  
Might have smoked a few in my time  
But never thought it was a crime  
Knew the day would surely come  
When I'd chill and settle down  
When I think I've found a good old-fashioned girl  
Then she put me in my place  
If everyone's a little queer  
Can't she be a little straight?

",im stable long enough start look around love see sweet floral print mind begins arrangements start feel pull turns pulled would never go last girl earth im dumb shes lesbian thought found one good married mind married minds good pink triangle sleeve let know truth let know truth might smoked time never thought crime knew day would surely come id chill settle think ive found good oldfashioned girl put place everyones little queer cant little straight
Garth Brooks,God Rest Ye Merry Gentlemen,"God rest ye merry gentlemen  
Let nothing you dismay  
Remember Christ our savior  
Was born on Christmas day  
To save us all from Satan's power  
When we were gone astray  
Oh tidings of comfort and joy  
  
From God our heavenly father  
The blessed angel came  
And unto certain shepherds  
Brought tidings of the same  
How that in Bethlehem was born  
The Son of God by name  
Oh tidings of comfort and joy  
Oh tidings of comfort and joy  
  
Fear not said the angel  
Let nothing you alright  
This day is born a savior  
Of the pure virgin bright  
To free all those who trust in him  
From Satan's power and might  
Oh tidings of comfort and joy  
  
And when they came to Bethlehem  
Where our dear savior lay  
They found him in the manger  
Where oxen feed on hay  
His mother Mary knelled down  
And to the Lord did pray  
Oh tidings of comfort and joy  
Oh tidings of comfort and joy  
  
God rest ye merry gentlemen  
Let nothing you dismay  
Remember Christ our savior  
Was born on Christmas day

",god rest ye merry gentlemen let nothing dismay remember christ savior born christmas day save us satans power gone astray oh tidings comfort joy god heavenly father blessed angel came unto certain shepherds brought tidings bethlehem born son god name oh tidings comfort joy oh tidings comfort joy fear said angel let nothing alright day born savior pure virgin bright free trust satans power might oh tidings comfort joy came bethlehem dear savior lay found manger oxen feed hay mother mary knelled lord pray oh tidings comfort joy oh tidings comfort joy god rest ye merry gentlemen let nothing dismay remember christ savior born christmas day
Nitty Gritty Dirt Band,Travelin' Mood,"Feelin' kinda sad and lonely  
I lost my sweet one and only  
Gonna find my baby I don't mean no maybe  
Gonna find her  
Gonna find my baby gonna her home to me  
She said that she would never leave me  
Now she's gone away and it grieves me  
I was fast a-sleepin' when she come a-midnight creepin'  
Gonna find her  
Gonna find my baby gonna bring her home with me  
My bags are packed for to travel  
Gonna cover many miles of gravel  
Gonna find my baby 'cause she's the finest lady  
Gonna find her  
Gonna find my baby gonna bring her home with me  
Going down Texas going to Georgia  
Oklahoma, Mississippi border  
Going to Alabammy going to Louisiana, Tennessee  
I'm a-gonna find my baby gonna bring her home with me  
Gonna find my baby gonna bring home with me  
(she heard the sky was fallin')  
I'm a-gonna find my baby gonna bring her with me

",feelin kinda sad lonely lost sweet one gon na find baby dont mean maybe gon na find gon na find baby gon na home said would never leave shes gone away grieves fast asleepin come amidnight creepin gon na find gon na find baby gon na bring home bags packed travel gon na cover many miles gravel gon na find baby cause shes finest lady gon na find gon na find baby gon na bring home going texas going georgia oklahoma mississippi border going alabammy going louisiana tennessee im agonna find baby gon na bring home gon na find baby gon na bring home heard sky fallin im agonna find baby gon na bring
John Martyn,Sweet Little Mystery,"Just that sweet little mystery that breaks my heart  
Just that sweet little mystery makes me cry  
O that sweet little mystery that's in your heart  
It's just that sweet little mystery that makes me try.  
  
My friends all tell me that I look so sad  
They don't need to ask me why  
They know the reason that I feel so bad  
Since the night you said goodbye  
It's not the letters that you just don't write  
It's not the arms of some new friend  
It's not the crying in the dead of the night  
That keeps me hanging on, waiting for the end.  
  
Just that sweet little mystery that's in your heart  
Just that sweet little mystery makes me cry  
Oh that sweet little mystery that's in your heart  
It's just that sweet little mystery that makes me try.  
  
I watch the street, I watch the radio  
I don't need to turn it on  
Another friend comes by and tries to say hello  
Another weekend's almost gone  
It's not the letters that you just don't write  
It's not the arms of some new friend  
It's not the crying in the depth of the night  
That keeps me hanging on, just waiting for the end.  
  
It's that sweet little mystery that's in your heart  
It's just that sweet little mystery that makes me cry  
Oh that sweet little mystery that's in your heart  
It's just that sweet little mystery that makes me try.  
  
The time is flying fast, and I don't care  
To spend another night alone  
I want to see you, but I don't know where  
Till then I'm walking on my own  
It's not the letters that you just don't write  
It's not the arms of some new friend  
It's not the crying in the depth of the night  
That keeps me hanging on, just waiting for the end.  
  
It's that sweet little mystery that's in your heart  
It's just that sweet little mystery that makes me cry  
Oh that sweet little mystery that's in your heart  
It's just that sweet little mystery that makes me try.  
  
That sweet little mystery that's in your heart  
It's just that sweet little mystery that makes me cry  
Oh that sweet little mystery that's in your heart  
It's just that sweet little mystery that makes me try.  
  
Sweet mystery, sweet mystery  
Sweet mystery, sweet mystery, sweet mystery  
Sweet mystery, sweet mystery, sweet mystery  
Sweet mystery, sweet mystery, sweet mystery.

",sweet little mystery breaks heart sweet little mystery makes cry sweet little mystery thats heart sweet little mystery makes try friends tell look sad dont need ask know reason feel bad since night said goodbye letters dont write arms new friend crying dead night keeps hanging waiting end sweet little mystery thats heart sweet little mystery makes cry oh sweet little mystery thats heart sweet little mystery makes try watch street watch radio dont need turn another friend comes tries say hello another weekends almost gone letters dont write arms new friend crying depth night keeps hanging waiting end sweet little mystery thats heart sweet little mystery makes cry oh sweet little mystery thats heart sweet little mystery makes try time flying fast dont care spend another night alone want see dont know till im walking letters dont write arms new friend crying depth night keeps hanging waiting end sweet little mystery thats heart sweet little mystery makes cry oh sweet little mystery thats heart sweet little mystery makes try sweet little mystery thats heart sweet little mystery makes cry oh sweet little mystery thats heart sweet little mystery makes try sweet mystery sweet mystery sweet mystery sweet mystery sweet mystery sweet mystery sweet mystery sweet mystery sweet mystery sweet mystery sweet mystery
Status Quo,Come Rock With Me,"On again  
No I newer knew we could go on and on  
They never thought we would be rockin' on  
No we never thought we - could be rockin' on  
  
Home again  
And it won't be very long before I'm gone again  
Now I'm gone again  
And it's never really long before I'm home again  
If you like what I like come rock with me  
If you like what I like - oh, I'm on again  
No I never knew we could go on and on  
They never thought we would be rockin' on  
No we never thought we - could be rockin' on  
  
Take a look again  
Is it really very hard to see the signs again  
Were you listening  
When I said that I was giving up my worryin'  
If you like what I like come rock with me  
If you like what I like - oh, I'm on again  
No I never knew we could go on and on  
They never thought we would be rockin' on  
No we never thought we - could be rockin' on  
  
Oh, I'm on again  
No I never knew we could go on and on  
They never thought we would be rockin' on  
No we never thought we - could be rockin' on

",newer knew could go never thought would rockin never thought could rockin home wont long im gone im gone never really long im home like like come rock like like oh im never knew could go never thought would rockin never thought could rockin take look really hard see signs listening said giving worryin like like come rock like like oh im never knew could go never thought would rockin never thought could rockin oh im never knew could go never thought would rockin never thought could rockin
Fatboy Slim,So In Love With You (Duke),"Woman... I can't live,  
Live without you in my life.  
Woman... I need you  
Keep my mind, ??? Ised  
  
Chorus: No matter what I say or do,  
So in love with you.  
No matter what I say or do,  
So in love with you.  
  
People... Don't understand  
That my heart is in your hand,  
And we know this.  
  
When I'm in your arms,  
I am free  
  
Chorus  
  
People everywhere,  
You don't understand,  
What you're missing.  
People everywhere,  
Stop for a minute and listen.  
If you find love  
If you find love, hang on  
  
Chorus  
Na, na, na...

",woman cant live live without life woman need keep mind ised chorus matter say love matter say love people dont understand heart hand know im arms free chorus people everywhere dont understand youre missing people everywhere stop minute listen find love find love hang chorus na na na
Chicago,All The Years,"You ask me what I think,  
I tell you you ignore it.  
The reasons for it make me crazy.  
You ask me what is right,  
Huh, you never hear it.  
You're never nowhere near it baby.  
I spent my life believing,  
It would not end this way.  
  
[Chorus]  
All the Years we wasted  
All the Years we tried  
All the restless hours  
All the times we cried.  
  
You ask me what I want,  
I got no answer.  
I know I'm only dancing faster.  
So now we're stuck with us,  
With you and all your stories.  
Who's the fool and who'd the liar.  
I spent my life believing  
It would not end this way.  
  
[Chorus]  
  
All the years we gambled.  
All the years you lied.  
All the hopeless dreamers.  
All the dreams that died.  
  
[Chorus: Repeats till fade]

",ask think tell ignore reasons make crazy ask right huh never hear youre never nowhere near baby spent life believing would end way chorus years wasted years tried restless hours times cried ask want got answer know im dancing faster stuck us stories whos fool whod liar spent life believing would end way chorus years gambled years lied hopeless dreamers dreams died chorus repeats till fade
Pat Benatar,Go,"You say you'll always be there  
But I know you won't  
You say you love me, you swear  
But I know you don't  
  
I got better things I can do ya know  
Than waste all of my time on you  
Why don't you just go  
  
You say I got it all wrong  
That everything's changed  
But I know where I belong  
It's far, far away  
  
I got better things I can do ya know  
Than waste all of my time on you  
Why don't you just go  
  
Pick yourself up, get yourself moving  
Don't turn around, just keep on going  
There's nothing you can say  
To change my mind today  
There's only one thing left to do  
I guess you'll have to go  
You say you're a different man  
But you know that's a lie  
The truth is gonna set you  
Free and so am I  
  
I got better things I can do ya know  
Than waste all of my time on you  
Why don't you just go  
  
I got better things I can do ya know  
Than waste all of my time on you  
Why don't you just go

",say youll always know wont say love swear know dont got better things ya know waste time dont go say got wrong everythings changed know belong far far away got better things ya know waste time dont go pick get moving dont turn around keep going theres nothing say change mind today theres one thing left guess youll go say youre different man know thats lie truth gon na set free got better things ya know waste time dont go got better things ya know waste time dont go
Helloween,All Over The Nations,"I keep wondering all these days  
How to thrive the way we stray  
A year, a lifetime - parted, together  
will be all the same  
Many things to make me sad  
Some can even drive me mad  
Just fear forever  
No more endevours  
Leave me where I stand  
  
You are here  
And make me feel so high  
Day by day  
Something one can't deny  
Lets give each other certainty  
All over the nations the tunes come alive  
Winners and losers, we're all alike  
No matter as truth ain't some great mystery  
We all fade into one  
  
Don't you feel too hypnotized  
Or keep your future jeopardized  
So what's accomplished crying for nothing?  
Skip depression now  
  
Come, arise and take me higher  
No more lies, and every soul can see  
We're incarnate sincerety  
All over the nations the tunes come alive  
Winners and losers, we're all alike  
No matter as truth ain't some great mystery  
We all fade into one  
  
All over the nations the tunes come alive  
Winners and losers, we're all alike  
No matter as truth ain't some great mystery  
We all fade into one

",keep wondering days thrive way stray year lifetime parted together many things make sad even drive mad fear forever endevours leave stand make feel high day day something one cant deny lets give certainty nations tunes come alive winners losers alike matter truth aint great mystery fade one dont feel hypnotized keep future jeopardized whats accomplished crying nothing skip depression come arise take higher lies every soul see incarnate sincerety nations tunes come alive winners losers alike matter truth aint great mystery fade one nations tunes come alive winners losers alike matter truth aint great mystery fade one
The White Stripes,Offend In Every Way,"I'm patient of this plan  
As humble as I can  
I'll wait another day  
Before I turn away  
But know this much is true  
No matter what I do  
Offend in every way  
I don't know what to say  
  
I'm coming through the door  
But they're expecting more  
Of an interesting man  
Sometimes I think I can  
But how much can I fake  
I'll speak until I break  
With every word I say  
Offend in every way  
  
You tell me to relax  
And listen to these facts  
That everyone's my friend  
And will be till the end  
But know this much is true  
No matter what I do  
No matter what I say  
Offend in every way

",im patient plan humble ill wait another day turn away know much true matter offend every way dont know say im coming door theyre expecting interesting man sometimes think much fake ill speak break every word say offend every way tell relax listen facts everyones friend till end know much true matter matter say offend every way
Tina Turner,Till The Right Man Comes Along,"It's time to face the music  
Tonight I came to use it  
You never know  
Who you're gonna meet in here  
I thought I'd never find it  
The dark and handsome kind  
I used to dream of  
And now you're standing there  
Though you're looking good to me  
It doesn't mean that you can do as you please  
  
Oh baby you're the best thing in my life  
But a one-track mind is what you got  
Oh baby you're the best bet here tonight  
And a one-track mind is worth a lot  
I've got no good reason to believe we'll last for long  
But that's good enough for me till the right man comes along  
  
I've waited for a lover  
The kind who'll stay forever  
You look to me  
Like the sort of man I need  
It's not the best scenario  
But now I've found you I'm letting you go  
  
Oh baby you're the best thing in my life  
But a one-track mind is what you got  
Oh baby you're the best bet here tonight  
And a one-track mind is worth a lot  
For the perfect guy maybe I should be holding on  
And with you I could till the right man  
Till the right man comes along

",time face music tonight came use never know youre gon na meet thought id never find dark handsome kind used dream youre standing though youre looking good doesnt mean please oh baby youre best thing life onetrack mind got oh baby youre best bet tonight onetrack mind worth lot ive got good reason believe well last long thats good enough till right man comes along ive waited lover kind wholl stay forever look like sort man need best scenario ive found im letting go oh baby youre best thing life onetrack mind got oh baby youre best bet tonight onetrack mind worth lot perfect guy maybe holding could till right man till right man comes along
